question,source,question_id,subfield,cutoff_year,cutoff_date,control_subtype,txt_n_words,txt_n_entities,txt_n_numbers,txt_has_causal,txt_has_comparison,txt_has_mechanism,txt_has_measurable,txt_has_alternatives,txt_has_falsification,txt_is_yesno,txt_specificity,ev_top1_sim,ev_top5_mean_sim,ev_n_similar,ev_n_instruments,ev_tension_density,ev_age_mean,ev_age_std,ev_recency_share,ev_native_n_papers,ev_native_year_spread,ev_has_native_record,nov_nn_sim,nov_semantic_distance,nov_mean_top10_sim,nov_pair_doc_count,nov_new_pair,nov_review_overlap,fal_outcome_variable,fal_competing_rule,fal_quant_threshold,fal_named_dataset,tra_n_facilities_mentioned,tra_n_facilities_operational,tra_mentions_future_facility,tra_needs_new_instrument,tra_archival_data,tra_longitudinal,tra_needs_theory,tra_sample_scale,env_pub_volume_3y,env_pub_share_3y,env_growth_ratio,env_review_count_3y,env_years_to_next_facility,env_facility_within_3y,fal_observable,fal_competing_llm,fal_quant_test,fal_falsification_path,future_paper_count,future_paper_count_weak,first_follow_up_date,lead_time_months,review_recognition,addressed,answer_status,n_direct,n_adjacent,premise_status,confidence,judge_model,y_addressed
What are the physical mechanisms that lead to the observed discrepancies in the durations of ll-GRBs compared to the expected jet breakout times in the context of the Collapsar model?,evidence_tension,compact_objects-2012-003,compact_objects,2012,2012-12-31,,30,0,0,1,1,1,0,0,0,0,0,0.4736918752859221,0.24515556637943403,7,4,0.6,3.0,2.32379000772445,0.5,4,6,1,0.4736918752859221,0.526308124714078,0.1973204721390886,0,1,0.06635520515137552,0,0,0,0,0,0,0,0,0,0,1,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,1,0,15,,,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"What are the underlying mechanisms that cause the different spectral behaviors observed in the two classes of magnetars (SGRs and anomalous X-ray pulsars) as indicated by the broad band spectra (1-100 keV) compared in the study, and how do these mechanisms relate to the re-brightening bumps observed in GRB 021004, GRB 030329, and SGR 1900+14?",evidence_tension,compact_objects-2012-004,compact_objects,2012,2012-12-31,,55,3,6,1,1,1,0,0,0,0,5,0.3245742442602003,0.22343956057286998,10,1,0.7,4.2,2.4413111231467406,0.2,2,1,1,0.3245742442602003,0.6754257557397997,0.19415419255646088,0,1,0.09109184510343638,0,0,1,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,1,14,2013-04-17,4.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the relationship between the frequency ratios of high frequency quasi-periodic oscillations (HFQPOs) and the spin frequency of neutron stars in the microquasars GRO J1655-40, GRS 1915+105, and XTE J1550-564, given the inconsistencies reported in the inferred frequency differences and their correlation with the spin frequency?",evidence_tension,compact_objects-2012-005,compact_objects,2012,2012-12-31,,47,1,4,0,1,0,1,0,0,0,4,0.44652089791794597,0.38345216445400643,67,1,0.2,3.2,2.3151673805580453,0.4,4,7,1,0.44652089791794597,0.553479102082054,0.3334925851183972,1,0,0.12201153677818205,1,0,1,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,1,1,30,50,2013-03-01,3.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the relationship between the redshift distribution of gamma-ray bursts (GRBs) observed by Swift and the redshift estimates derived from the BATSE sample, particularly for bursts with redshifts greater than 5?",evidence_tension,compact_objects-2012-006,compact_objects,2012,2012-12-31,,32,0,1,0,1,0,1,0,0,0,2,0.41865785044774306,0.3408141465083541,172,3,0.1,3.4,2.3748684174075834,0.4,4,6,1,0.41865785044774306,0.5813421495522569,0.31558912904054587,42,0,0.17960029831433588,1,0,1,1,1,1,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,1,1,38,50,2013-01-21,1.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the underlying distribution of the spectral index p for gamma-ray bursts, and how does it vary across different samples, given the inconsistencies reported in the spectral indices and the implications for particle acceleration models?",evidence_tension,compact_objects-2012-007,compact_objects,2012,2012-12-31,,36,0,0,0,1,0,1,0,0,0,1,0.24777953794971322,0.21315316839532636,10,2,0.5,3.4,2.244994432064365,0.4,4,6,1,0.24777953794971322,0.7522204620502868,0.18472723448903908,0,1,0.10071143250990892,1,0,0,0,0,0,0,0,0,0,1,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,1,28,2017-03-17,51.0,False,False,not_addressed,0,4,intact,0.9,gpt-4o,0
"What are the underlying physical mechanisms that account for the similarity in the flux spectra of the anomalous X-ray pulsar 1E 1048.1-5937 and 4U 0142+61, and how do these mechanisms challenge the dust disk model proposed for 1E 1048.1-5937?",evidence_tension,compact_objects-2012-008,compact_objects,2012,2012-12-31,,39,0,6,1,0,1,1,0,0,0,3,0.5685730202546836,0.42709162067347844,40,7,1.2,4.9,1.8681541692269403,0.2,4,4,1,0.5685730202546836,0.4314269797453164,0.37196972752946483,20,0,0.1365882727554431,1,0,1,0,0,0,0,0,0,0,1,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,12,24,2013-06-25,6.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the relationship between the spectral variability and the X-ray and infrared emission characteristics of the Anomalous X-ray Pulsar 1RXS J170849.0-400910 as observed in different observational campaigns?,evidence_tension,compact_objects-2012-009,compact_objects,2012,2012-12-31,,28,0,2,0,1,0,0,0,0,0,2,0.4964987920581759,0.4542861956288455,12,6,0.9,5.9,0.7000000000000001,0.0,4,2,1,0.4964987920581759,0.5035012079418242,0.37286483671177406,12,0,0.08752186063091275,0,0,1,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,5,10,2013-11-29,11.0,False,True,partially_addressed,1,5,intact,1.0,gpt-4o,1
"What are the precise mechanisms behind the formation and evolution of ultraluminous X-ray sources, and do they represent a distinct class of accreting black holes?",direct_llm,compact_objects-2012-010,compact_objects,2012,2012-12-31,,25,0,0,1,0,1,0,0,0,0,0,0.25050989446786265,0.22608863727299586,20,2,0.0,3.6,2.90516780926679,0.4,0,0,0,0.25050989446786265,0.7494901055321374,0.2073168837890808,1,0,0.13023744670914458,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,5,50,2013-06-28,6.0,False,True,partially_addressed,4,4,intact,0.9,gpt-4o,1
How do the properties of neutron star crusts and the symmetry energy influence the r-mode instability and gravitational wave emissions from these stars?,direct_llm,compact_objects-2012-011,compact_objects,2012,2012-12-31,,23,0,0,0,0,0,0,0,0,0,0,0.2585341683025982,0.2474047610596129,82,2,0.1,1.5,1.857417562100671,0.7,0,0,0,0.2585341683025982,0.7414658316974019,0.23932608230773988,1,0,0.12971256914732107,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,18,50,2013-07-10,7.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What is the nature of the accretion processes in magnetized neutron stars, and how do they affect the observed X-ray emissions and pulsar timing?",direct_llm,compact_objects-2012-012,compact_objects,2012,2012-12-31,,24,0,0,0,0,1,0,0,0,0,0,0.211241033618279,0.17648046314813087,10,2,0.1,3.9,2.0712315177207983,0.3,0,0,0,0.211241033618279,0.7887589663817209,0.16814314760860322,0,1,0.13963170384706422,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,4,50,2013-02-21,2.0,False,True,partially_addressed,2,5,intact,0.9,gpt-4o,1
"What are the physical conditions and processes that lead to the observed bimodal distribution of neutron star masses, and how do they relate to the formation of different types of compact objects?",direct_llm,compact_objects-2012-013,compact_objects,2012,2012-12-31,,32,0,0,1,1,1,1,0,0,0,1,0.2112915301342333,0.17776169585220272,8,1,0.1,2.1,2.0223748416156684,0.6,0,0,0,0.2112915301342333,0.7887084698657667,0.1643182644336203,0,1,0.08503857416906566,1,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,3,24,2016-09-06,45.0,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
How do the interactions between accretion flows and jets in binary systems influence the overall energy output and observable characteristics of these systems?,direct_llm,compact_objects-2012-014,compact_objects,2012,2012-12-31,,23,0,0,0,0,0,0,0,0,0,0,0.19226678657931906,0.1754880517631145,8,0,0.0,4.0,1.7888543819998317,0.2,0,0,0,0.19226678657931906,0.8077332134206809,0.16347029549785888,12,0,0.12047074857671897,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,0,14,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What constraints can be placed on nonrelativistic potential-based equations of state with hyperons based on the redshift and stellar radius?,future_work,compact_objects-2012-015,compact_objects,2012,2012-12-31,,20,0,0,0,0,0,1,0,0,0,1,0.32792294761421836,0.219903134482192,10,0,0.1,3.0,2.7202941017470885,0.5,0,0,0,0.32792294761421836,0.6720770523857816,0.18756554526116256,0,1,0.07937341380105084,1,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,1,1,3,24,2013-12-16,12.0,False,False,not_addressed,0,7,intact,1.0,gpt-4o,0
What is the nature of the compact object in LS 5039 that is crucial for modeling and understanding the production and escape of energetic photons?,future_work,compact_objects-2012-016,compact_objects,2012,2012-12-31,,25,1,1,0,0,0,0,0,0,0,2,0.3250530543338712,0.2900211747536264,36,0,0.0,4.8,1.7204650534085253,0.1,0,0,0,0.3250530543338712,0.6749469456661288,0.2717979968518639,2,0,0.05966050038094253,0,0,1,0,0,0,0,0,0,0,1,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,5,14,2013-01-14,1.0,True,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the geometrical relationship between the broad-line regions (BLRs) and the accretion disk?,future_work,compact_objects-2012-017,compact_objects,2012,2012-12-31,,14,0,0,0,0,0,0,0,0,0,0,0.5576076042634776,0.34790708857768166,14,2,0.0,3.8,1.9390719429665317,0.2,0,0,0,0.5576076042634776,0.44239239573652245,0.26115489372365935,1,0,0.11104855800937204,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,3,24,2013-01-31,1.0,False,True,partially_addressed,5,3,intact,0.9,gpt-4o,1
"What is the explanation for the presence of small, hot regions among CCOs in the context of the anti-magnetar picture?",future_work,compact_objects-2012-018,compact_objects,2012,2012-12-31,,20,0,0,0,0,0,0,0,0,0,0,0.30243072281555045,0.2156885229038433,4,3,0.4,3.0,2.4899799195977463,0.4,0,0,0,0.30243072281555045,0.6975692771844495,0.16897673662605422,5,0,0.05544685501269765,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,0,0,1,12,2013-07-11,7.0,False,False,not_addressed,0,6,intact,1.0,gpt-4o,0
What is the nature of the phenomenon that remains an open question despite some efforts to understand it?,future_work,compact_objects-2012-019,compact_objects,2012,2012-12-31,,18,0,0,0,0,0,0,0,0,0,0,0.23095388789672627,0.15369753452133683,1,4,0.2,2.9,2.2561028345356955,0.5,0,0,0,0.23095388789672627,0.7690461121032737,0.13634110953023124,2,0,0.06527092938623108,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,0,0,0,0,1,2,2017-06-15,54.0,False,False,not_addressed,0,8,not_applicable,1.0,gpt-4o,0
How do the algorithms implemented in the TEMPO2 pulsar timing software package relate to the statistical analysis of luminosity PDFs in core-collapse supernovae host galaxies?,control,compact_objects-2012-020,compact_objects,2012,2012-12-31,random_pair,25,1,0,0,0,0,1,0,0,0,2,0.5539981645072508,0.3617910686513429,12,0,0.1,3.1,2.507987240796891,0.4,0,0,0,0.5539981645072508,0.4460018354927492,0.2664871109125314,0,1,0.05337437831179084,1,0,0,0,0,0,0,0,0,0,0,1,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,1,0,0,3,,,False,False,not_addressed,0,4,intact,1.0,gpt-4o,0
What connections can be drawn between the gamma-ray and optical data of GRB 091024 and the location of excess emissions reported near the Vela pulsar?,control,compact_objects-2012-021,compact_objects,2012,2012-12-31,random_pair,25,1,1,0,1,0,0,0,0,0,2,0.2335571132811095,0.17186642011640546,4,3,0.0,3.4,2.009975124224178,0.3,0,0,0,0.2335571132811095,0.7664428867188905,0.15466405861827295,0,1,0.06708020475263396,0,0,1,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,1,1,2,15,2013-02-21,2.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the nature of the interactions between compact objects and the processes of accretion in various astrophysical environments?,control,compact_objects-2012-022,compact_objects,2012,2012-12-31,vague,19,0,0,0,0,1,0,0,0,0,0,0.19645983193945757,0.17633705277275197,8,3,0.0,4.2,2.181742422927143,0.2,0,0,0,0.19645983193945757,0.8035401680605424,0.16449780129528468,7,0,0.07332035671765841,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,0,0,0,0,5,30,2013-07-13,7.0,False,True,partially_addressed,4,3,intact,0.9,gpt-4o,1
Could the potential evolutionary links between different subclasses of astronomical objects suggest a previously unrecognized framework for understanding cosmic evolution?,control,compact_objects-2012-023,compact_objects,2012,2012-12-31,untestable,20,0,0,0,1,0,0,0,0,1,0,0.1825621916183589,0.16370401120834102,5,0,0.0,2.8,1.7204650534085253,0.5,0,0,0,0.1825621916183589,0.8174378083816412,0.1525060586851808,2,0,0.09991996729801682,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,0,0,0,0,0,5,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
How might the accretion of phantom energy challenge the established understanding of the thermodynamic laws governing compact objects?,control,compact_objects-2012-024,compact_objects,2012,2012-12-31,consensus_challenge,18,0,0,0,0,0,0,0,0,0,0,0.2684432550587968,0.17286632397035084,2,4,0.2,3.8,1.8867962264113207,0.2,0,0,0,0.2684432550587968,0.7315567449412033,0.14222195115257405,0,1,0.07251626167380412,0,0,0,0,0,0,0,0,0,0,0,0,4017,0.09901893117728258,1.2268702290076337,31,0.0,1,1,0,1,1,1,2,2015-04-23,28.0,False,False,not_addressed,0,5,intact,1.0,gpt-4o,0
"What are the underlying physical mechanisms that lead to the observed discrepancies in atmospheric opacity at 3.6 and 4.5 microns in exoplanet atmospheres, as indicated by transit depth measurements?",evidence_tension,exoplanet_atmospheres-2014-000,exoplanet_atmospheres,2014,2014-12-31,,29,0,2,1,0,1,0,0,0,0,2,0.13216463449163432,0.12075307600509337,0,3,0.5,4.2,2.08806130178211,0.2,3,4,1,0.13216463449163432,0.8678353655083657,0.11200453709042799,0,1,0.07028659216590359,0,0,1,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,1,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the specific mechanisms contributing to the anomalously large radii of hot Jupiters, and how do these mechanisms reconcile with the observed survival rates of these planets despite the intense tidal heating and irradiation they experience?",evidence_tension,exoplanet_atmospheres-2014-001,exoplanet_atmospheres,2014,2014-12-31,,37,0,0,1,0,1,1,0,0,0,1,0.2036748799714025,0.14022266096939706,1,2,0.5,2.4,1.42828568570857,0.4,4,4,1,0.2036748799714025,0.7963251200285975,0.12505787043837366,0,1,0.03603252514712156,1,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,6,,,False,True,partially_addressed,1,6,intact,0.9,gpt-4o,1
"What are the underlying causes of the discrepancies in spectral data for HD 189733b, particularly regarding the inconsistency between the 8 um-photometry from Spitzer's IRAC and the K-band data, and how can future observations resolve the temperature discrepancies noted in model spectra fitting?",evidence_tension,exoplanet_atmospheres-2014-002,exoplanet_atmospheres,2014,2014-12-31,,43,1,1,1,0,0,1,0,0,0,3,0.2417661779136108,0.14893183918367647,1,3,0.2,3.3,2.5317977802344322,0.5,4,6,1,0.2417661779136108,0.7582338220863892,0.12638964868911576,0,1,0.06393075748743506,1,0,1,1,1,1,0,0,0,0,1,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,4,,,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"How do the atmospheric dynamics of terrestrial planets differ from those of hot Jupiters, and what specific imaging or modeling techniques are necessary to accurately capture these differences?",evidence_tension,exoplanet_atmospheres-2014-003,exoplanet_atmospheres,2014,2014-12-31,,28,0,0,0,1,0,0,0,0,0,0,0.15116590773367547,0.13458250479001205,1,2,0.2,3.1,2.808914381037628,0.5,2,2,1,0.15116590773367547,0.8488340922663246,0.11827167795688084,1,0,0.1498145762415312,0,0,0,0,0,0,0,0,0,0,1,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,1,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the specific atmospheric compositions and structures of the exoplanets studied that lead to the observed discrepancies in emission spectra, particularly regarding the presence of thermal inversion layers and the detection of water emission in the 4.5 and 5.8 micron bandpasses?",evidence_tension,exoplanet_atmospheres-2014-004,exoplanet_atmospheres,2014,2014-12-31,,42,0,2,1,0,0,0,0,0,0,2,0.20534942826814417,0.16204055426561226,3,2,0.2,4.5,1.9621416870348585,0.1,4,2,1,0.20534942826814417,0.7946505717318558,0.142550137570169,0,1,0.07260956241141958,0,0,1,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,12,,,False,True,partially_addressed,4,4,intact,1.0,gpt-4o,1
"What is the cause of the low methane abundance observed in the atmosphere of HD 209458b, which contradicts the high CH4 content inferred from previous observations of its dayside?",evidence_tension,exoplanet_atmospheres-2014-005,exoplanet_atmospheres,2014,2014-12-31,,29,2,0,1,0,0,1,0,0,0,3,0.2584475297338973,0.19173907324073292,5,3,0.2,3.1,2.3430749027719964,0.4,4,7,1,0.2584475297338973,0.7415524702661027,0.1660865585267511,0,1,0.05347972763526279,1,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,4,,,False,True,partially_addressed,1,6,intact,0.9,gpt-4o,1
"What is the relationship between the magnetic activity levels of planet-hosting stars and their Hot Jupiter companions, and how do these relationships influence the observed discrepancies in stellar age and activity?",evidence_tension,exoplanet_atmospheres-2014-006,exoplanet_atmospheres,2014,2014-12-31,,31,0,0,0,0,0,0,0,0,0,0,0.3432076373525839,0.2533090930201746,11,4,0.4,1.4,1.42828568570857,0.7,4,5,1,0.3432076373525839,0.6567923626474161,0.2115419959681603,0,1,0.1866611972176223,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,2,14,2016-12-06,24.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
What are the specific physical mechanisms that lead to the discrepancies between the theoretical models and the derived atmospheric parameters of exoplanets as discussed in the papers?,evidence_tension,exoplanet_atmospheres-2014-007,exoplanet_atmospheres,2014,2014-12-31,,27,0,0,1,0,1,0,0,0,0,0,0.13923166642847498,0.11080356524027486,0,1,0.5,2.9,1.9723082923316022,0.4,2,5,1,0.13923166642847498,0.860768333571525,0.09975384585227018,0,1,0.043621070493516156,0,0,0,0,0,0,0,0,0,0,1,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,2,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the physical and chemical properties of the atmosphere of the exoplanet that lead to the unexpected feature at ~3.25 microns, and how do these properties compare to those of a dust-dominated atmosphere that explains the emission spectrum and phase curves?",evidence_tension,exoplanet_atmospheres-2014-008,exoplanet_atmospheres,2014,2014-12-31,,42,0,1,1,1,0,0,0,0,0,1,0.1818354234000546,0.15415734566749723,3,4,0.4,3.0,1.8439088914585775,0.4,2,2,1,0.1818354234000546,0.8181645765999455,0.13854771203767538,1,0,0.04708789217626454,0,0,1,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,1,7,2019-05-29,53.0,False,False,not_addressed,0,7,intact,1.0,gpt-4o,0
"How does the energy budget of transiting exoplanets vary between near-infrared observations and mid-infrared observations, and what are the implications for heat redistribution in their atmospheres?",evidence_tension,exoplanet_atmospheres-2014-009,exoplanet_atmospheres,2014,2014-12-31,,26,0,0,0,0,0,0,0,0,0,0,0.2001693776918033,0.1574095352569981,2,3,0.1,3.3,1.9519221295943134,0.4,3,4,1,0.2001693776918033,0.7998306223081967,0.14005779769184107,0,1,0.09864348309036783,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,14,,,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"What are the detailed chemical compositions and physical properties of the atmospheres of a wider variety of exoplanets, particularly those that are not classified as 'Hot Jupiters'?",direct_llm,exoplanet_atmospheres-2014-010,exoplanet_atmospheres,2014,2014-12-31,,27,0,0,0,0,0,0,0,0,0,0,0.17423613031406288,0.11889514438006372,1,2,0.1,1.5,1.91049731745428,0.8,0,0,0,0.17423613031406288,0.8257638696859371,0.10513166182175224,0,1,0.07199374428481323,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,4,,,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"How do atmospheric dynamics and weather patterns on exoplanets, especially those with different compositions and temperatures, compare to those on Earth and other solar system bodies?",direct_llm,exoplanet_atmospheres-2014-011,exoplanet_atmospheres,2014,2014-12-31,,26,0,0,0,1,0,0,0,0,0,0,0.21747334735387508,0.1391139773193561,1,3,0.1,1.6,2.2891046284519194,0.8,0,0,0,0.21747334735387508,0.782526652646125,0.11823759735049713,1,0,0.09364888006685315,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,1,,,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the mechanisms and rates of atmospheric escape for different types of exoplanets, and how do these processes affect their long-term habitability?",direct_llm,exoplanet_atmospheres-2014-012,exoplanet_atmospheres,2014,2014-12-31,,23,0,0,1,1,1,0,0,0,0,0,0.16568427852586914,0.1499921356874805,2,0,0.0,2.3,1.4866068747318506,0.5,0,0,0,0.16568427852586914,0.8343157214741308,0.13326653169393926,0,1,0.10946122464848791,0,0,0,0,0,0,0,0,0,1,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,2,9,2017-05-16,29.0,False,True,partially_addressed,5,3,intact,1.0,gpt-4o,1
How do the presence of clouds and hazes in exoplanet atmospheres influence their thermal structures and observable spectra?,direct_llm,exoplanet_atmospheres-2014-013,exoplanet_atmospheres,2014,2014-12-31,,18,0,0,0,0,0,0,0,0,0,0,0.3002399898087255,0.21407584881036196,6,1,0.1,2.7,2.3685438564654024,0.4,0,0,0,0.3002399898087255,0.6997600101912744,0.17745491973675376,0,1,0.1601143192520889,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,24,,,False,True,partially_addressed,5,3,intact,1.0,gpt-4o,1
What are the implications of atmospheric interactions with stellar radiation and magnetic fields on the habitability of exoplanets located in various types of stellar environments?,direct_llm,exoplanet_atmospheres-2014-014,exoplanet_atmospheres,2014,2014-12-31,,25,0,0,0,0,0,0,0,0,0,0,0.18991916861606706,0.15752286909890117,2,1,0.1,1.8,1.8330302779823362,0.7,0,0,0,0.18991916861606706,0.8100808313839329,0.14302561561320848,0,1,0.18991916861606706,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,2,18,2017-12-07,36.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
What is the mechanism responsible for tidal dissipation in exoplanet systems?,future_work,exoplanet_atmospheres-2014-015,exoplanet_atmospheres,2014,2014-12-31,,11,0,0,1,0,1,0,0,0,0,0,0.2592737269066754,0.2120729341821229,11,2,0.4,1.5,1.746424919657298,0.8,0,0,0,0.2592737269066754,0.7407262730933246,0.1861798836774056,4,0,0.059420175112132816,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,5,15,2017-05-29,29.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
What are the origins of close-in planetary orbits if disk-driven migration is not significant for the production of hot Jupiters?,future_work,exoplanet_atmospheres-2014-016,exoplanet_atmospheres,2014,2014-12-31,,20,0,0,1,0,0,0,0,0,0,0,0.3054578871768426,0.21011015812512812,8,1,0.3,1.3,1.3453624047073711,0.8,0,0,0,0.3054578871768426,0.6945421128231575,0.18089055305883944,1,0,0.039439535704680055,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,3,15,2016-04-11,16.0,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"What is the expansion velocity of the molecular gas in the observed exoplanet atmosphere, and why is it poorly constrained?",future_work,exoplanet_atmospheres-2014-017,exoplanet_atmospheres,2014,2014-12-31,,20,0,0,1,0,0,0,0,0,0,0,0.21595230902425355,0.13476002141625015,1,4,0.0,3.2,2.4,0.4,0,0,0,0.21595230902425355,0.7840476909757464,0.11564907353975991,1,0,0.05845265103045494,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,4,,,False,True,partially_addressed,1,7,intact,1.0,gpt-4o,1
What additional data are required to fully constrain the thermal structure of the atmosphere of the planet near the boundary between atmospheres with and without a thermal inversion?,future_work,exoplanet_atmospheres-2014-018,exoplanet_atmospheres,2014,2014-12-31,,28,0,0,0,0,0,0,0,0,0,0,0.25541287613975405,0.17778803910318622,4,4,0.0,3.0,2.4083189157584592,0.5,0,0,0,0.25541287613975405,0.744587123860246,0.16120176540255365,2,0,0.09700780292987747,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,20,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What aspects of radiative forcing and frictional drag in hot-Jupiter circulation models remain uncertain?,future_work,exoplanet_atmospheres-2014-019,exoplanet_atmospheres,2014,2014-12-31,,14,0,0,0,0,0,0,0,0,0,0,0.342208730383351,0.22864574310874225,5,2,0.1,2.4,1.3564659966250536,0.4,0,0,0,0.342208730383351,0.657791269616649,0.18331336678738314,1,0,0.12351778156394234,0,0,0,0,0,0,0,0,0,0,1,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,1,4,2016-01-01,13.0,False,True,partially_addressed,1,6,intact,0.9,gpt-4o,1
How does the intrinsic variability of the M dwarf hosting super-Earth GJ1214b influence the radiative transfer processes modeled by an ALI code that accounts for variable shock strengths along a curved surface?,control,exoplanet_atmospheres-2014-020,exoplanet_atmospheres,2014,2014-12-31,random_pair,32,1,0,0,0,1,0,0,0,0,1,0.22347139167036942,0.14170329635489684,1,6,0.1,2.6,1.3564659966250538,0.3,0,0,0,0.22347139167036942,0.7765286083296306,0.11616821121483596,1,0,0.0071219228170573134,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,2,,,False,False,not_addressed,0,7,intact,0.9,gpt-4o,0
